,gvkey,iid,gvkeyx,from,thru,conml,from_yearquarter,thru_yearquarter,2008-Quarter1,2008-Quarter2,2008-Quarter3,2008-Quarter4,2009-Quarter1,2009-Quarter2,2009-Quarter3,2009-Quarter4,2010-Quarter1,2010-Quarter2,2010-Quarter3,2010-Quarter4,2011-Quarter1,2011-Quarter2,2011-Quarter3,2011-Quarter4,2012-Quarter1,2012-Quarter2,2012-Quarter3,2012-Quarter4,2013-Quarter1,2013-Quarter2,2013-Quarter3,2013-Quarter4,2014-Quarter1,2014-Quarter2,2014-Quarter3,2014-Quarter4,2015-Quarter1,2015-Quarter2,2015-Quarter3,2015-Quarter4,2016-Quarter1,2016-Quarter2,2016-Quarter3,2016-Quarter4,2017-Quarter1,2017-Quarter2,2017-Quarter3,2017-Quarter4,2018-Quarter1,2018-Quarter2,2018-Quarter3,2018-Quarter4,2019-Quarter1,2019-Quarter2,2019-Quarter3
624,63643,1,3,2007-03-29 00:00:00.000000,2013-12-22 00:00:00.000000,Abercrombie & Fitch Co.,2007-Quarter2,2013-Quarter4,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,Abercrombie & Fitch Co.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,63645,1,3,2015-01-27 00:00:00.000000,2017-03-01 00:00:00.000000,Endo International plc,2015-Quarter2,2017-Quarter1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endo International plc,Endo International plc,Endo International plc,Endo International plc,Endo International plc,Endo International plc,Endo International plc,Endo International plc,0,0,0,0,0,0,0,0,0,0
626,62984,1,3,2007-10-29 00:00:00.000000,2012-12-23 00:00:00.000000,Titanium Metals Corp,2008-Quarter1,2012-Quarter4,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,Titanium Metals Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,63527,1,3,2008-11-19 00:00:00.000000,2018-12-02 00:00:00.000000,Stericycle Inc,2009-Quarter1,2018-Quarter4,0,0,0,0,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,Stericycle Inc,0,0,0
628,64156,1,3,2001-06-04 00:00:00.000000,2011-12-18 00:00:00.000000,Monster Worldwide Inc.,2001-Quarter3,2011-Quarter4,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,Monster Worldwide Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,63800,1,3,1996-11-04 00:00:00.000000,2010-02-28 00:00:00.000000,IMS Health Holdings Inc,1997-Quarter1,2010-Quarter1,IMS Health Holdings Inc,IMS Health Holdings Inc,IMS Health Holdings Inc,IMS Health Holdings Inc,IMS Health Holdings Inc,IMS Health Holdings Inc,IMS Health Holdings Inc,IMS Health Holdings Inc,IMS Health Holdings Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,63892,1,3,2005-03-14 00:00:00.000000,,National Oilwell Varco Inc,2005-Quarter2,2019-Quarter3,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc,National Oilwell Varco Inc
631,64166,1,3,2002-12-12 00:00:00.000000,,Quest Diagnostics Inc,2003-Quarter1,2019-Quarter3,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc,Quest Diagnostics Inc
632,64356,1,3,2001-08-30 00:00:00.000000,2009-12-20 00:00:00.000000,Ciena Corp,2001-Quarter4,2009-Quarter4,Ciena Corp,Ciena Corp,Ciena Corp,Ciena Corp,Ciena Corp,Ciena Corp,Ciena Corp,Ciena Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,64410,1,3,2010-06-28 00:00:00.000000,,CarMax Inc,2010-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc,CarMax Inc
634,64630,1,3,2018-03-19 00:00:00.000000,,Take-Two Interactive Software Inc,2018-Quarter2,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Take-Two Interactive Software Inc,Take-Two Interactive Software Inc,Take-Two Interactive Software Inc,Take-Two Interactive Software Inc,Take-Two Interactive Software Inc,Take-Two Interactive Software Inc
635,64891,1,3,2007-02-02 00:00:00.000000,,Ralph Lauren Corp,2007-Quarter2,2019-Quarter3,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp,Ralph Lauren Corp
636,64925,1,3,2006-04-03 00:00:00.000000,,Boston Properties Inc,2006-Quarter3,2019-Quarter3,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc,Boston Properties Inc
637,65290,1,3,2015-03-23 00:00:00.000000,,SL Green Realty Corp.,2015-Quarter2,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.,SL Green Realty Corp.
638,65345,1,3,2007-07-09 00:00:00.000000,2009-03-03 00:00:00.000000,American Capital Ltd,2007-Quarter4,2009-Quarter1,American Capital Ltd,American Capital Ltd,American Capital Ltd,American Capital Ltd,American Capital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,65417,1,3,1997-10-07 00:00:00.000000,,YUM! Brands Inc.,1998-Quarter1,2019-Quarter3,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.,YUM! Brands Inc.
640,65609,1,3,2007-03-02 00:00:00.000000,,C.H. Robinson Worldwide Inc.,2007-Quarter2,2019-Quarter3,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.,C.H. Robinson Worldwide Inc.
641,64768,1,3,2005-11-21 00:00:00.000000,,Amazon.com Inc,2006-Quarter1,2019-Quarter3,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc,Amazon.com Inc
642,64821,1,3,2017-03-20 00:00:00.000000,,Alexandria Real Estate Equities Inc.,2017-Quarter2,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities Inc.
643,64853,1,3,2015-06-12 00:00:00.000000,,Qorvo Inc,2015-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc,Qorvo Inc
644,65886,1,3,2014-07-01 00:00:00.000000,,Affiliated Managers Group Inc.,2014-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.,Affiliated Managers Group Inc.
645,65967,1,3,2016-12-02 00:00:00.000000,2018-10-10 00:00:00.000000,Envision Healthcare Corp,2017-Quarter1,2018-Quarter4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Envision Healthcare Corp,Envision Healthcare Corp,Envision Healthcare Corp,Envision Healthcare Corp,Envision Healthcare Corp,Envision Healthcare Corp,Envision Healthcare Corp,Envision Healthcare Corp,0,0,0
646,65772,1,3,2016-09-06 00:00:00.000000,,Mettler-Toledo International Inc,2016-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc,Mettler-Toledo International Inc
647,66065,1,3,2014-09-22 00:00:00.000000,,United Rentals Inc.,2014-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.,United Rentals Inc.
648,66368,1,3,2006-02-01 00:00:00.000000,,Verisign Inc,2006-Quarter2,2019-Quarter3,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc,Verisign Inc
649,66446,1,3,2009-07-01 00:00:00.000000,,Quanta Services Inc.,2009-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.,Quanta Services Inc.
650,66731,1,3,2003-04-16 00:00:00.000000,2013-01-01 00:00:00.000000,Federated Investors Inc.,2003-Quarter3,2013-Quarter1,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,Federated Investors Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,100243,3,3,2019-06-12 00:00:00.000000,,Amcor Plc,2019-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amcor Plc
652,66708,1,3,2000-07-03 00:00:00.000000,2016-01-31 00:00:00.000000,Broadcom Corp,2000-Quarter4,2016-Quarter1,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,Broadcom Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,100873,3,3,2013-07-09 00:00:00.000000,,Nielsen Holdings plc,2013-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc,Nielsen Holdings plc
654,105365,1,3,2007-11-19 00:00:00.000000,,American Tower Corp,2008-Quarter1,2019-Quarter3,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp,American Tower Corp
655,104432,1,3,2017-10-13 00:00:00.000000,,Norwegian Cruise Line Holdings Ltd,2018-Quarter1,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Norwegian Cruise Line Holdings Ltd,Norwegian Cruise Line Holdings Ltd,Norwegian Cruise Line Holdings Ltd,Norwegian Cruise Line Holdings Ltd,Norwegian Cruise Line Holdings Ltd,Norwegian Cruise Line Holdings Ltd,Norwegian Cruise Line Holdings Ltd
656,110179,1,3,2009-03-04 00:00:00.000000,,Ventas Inc.,2009-Quarter2,2019-Quarter3,0,0,0,0,0,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.,Ventas Inc.
